,system_date,lat,lon,speed,LA,LZ
6078,2022-11-10 00:36:46.086568,0.0,0.0,0.414,48.8,62.81
6079,2022-11-10 00:36:47.092987,0.0,0.0,0.771,49.41,63.45
6080,2022-11-10 00:36:48.099780,0.0,0.0,1.401,49.89,63.32
6081,2022-11-10 00:36:49.106553,0.0,0.0,1.516,51.17,63.13
6082,2022-11-10 00:36:50.112844,0.0,0.0,1.462,50.04,63.15
6083,2022-11-10 00:36:51.125724,40.5277071667,-3.6548881667,1.593,50.09,64.95
6084,2022-11-10 00:36:52.137830,40.5277058333,-3.6548871667,1.225,51.84,64.77
6085,2022-11-10 00:36:53.150052,40.5277061667,-3.654887,0.717,50.7,63.89
6086,2022-11-10 00:36:54.162574,40.5277085,-3.6548878333,0.544,49.96,63.64
6087,2022-11-10 00:36:55.174488,40.5277151667,-3.6548911667,0.255,50.47,63.68
6088,2022-11-10 00:36:56.186698,40.5277191667,-3.6548933333,0.063,49.83,63.43
6089,2022-11-10 00:36:57.198943,40.5277218333,-3.6548946667,0.063,49.6,63.78
6090,2022-11-10 00:36:58.211403,40.5277248333,-3.6548963333,0.388,49.45,62.48
6091,2022-11-10 00:36:59.223641,40.5277278333,-3.6548973333,0.346,49.47,61.98
6092,2022-11-10 00:37:00.235804,40.5277311667,-3.6548985,0.591,48.5,61.26
6093,2022-11-10 00:37:01.248332,40.5277341667,-3.6549,0.77,48.67,62.28
6094,2022-11-10 00:37:02.260491,40.5277376667,-3.6549015,0.114,48.9,61.67
6095,2022-11-10 00:37:03.273259,40.5277405,-3.6549031667,0.29,49.04,62.2
6096,2022-11-10 00:37:04.285459,40.5277431667,-3.6549045,0.193,49.87,62.83
6097,2022-11-10 00:37:05.297758,40.5277456667,-3.6549063333,1.006,48.81,61.28
6098,2022-11-10 00:37:06.318640,40.527749,-3.6549075,0.62,48.82,61.52
6099,2022-11-10 00:37:07.331282,40.5277528333,-3.6549085,0.291,48.8,61.64
6100,2022-11-10 00:37:08.343473,40.5277568333,-3.6549093333,0.14,49.06,61.98
6101,2022-11-10 00:37:09.356050,40.527758,-3.6549093333,0.402,49.77,61.99
6102,2022-11-10 00:37:10.368625,40.5277606667,-3.65491,0.358,48.8,61.42
6103,2022-11-10 00:37:11.381204,40.5277661667,-3.6549113333,0.527,50.13,63.07
6104,2022-11-10 00:37:12.393418,40.5277741667,-3.6549135,0.11,48.69,66.23
6105,2022-11-10 00:37:13.406218,40.5277751667,-3.6549138333,0.164,53.82,66.14
6106,2022-11-10 00:37:14.419654,40.5277755,-3.6549135,0.054,61.64,65.33
6107,2022-11-10 00:37:15.431803,40.527776,-3.6549126667,0.078,48.85,62.66
6108,2022-11-10 00:37:16.453097,40.5277763333,-3.6549118333,0.111,49.65,62.5
6109,2022-11-10 00:37:17.465101,40.5277788333,-3.6549118333,0.151,54.73,68.85
6110,2022-11-10 00:37:18.477111,40.52778,-3.654912,0.101,51.53,66.91
6111,2022-11-10 00:37:19.489158,40.527779,-3.6549113333,0.089,49.5,63.33
