,system_date,lat,lon,speed,LA,LZ
74,2022-11-17 22:48:12.373315,39.9701751667,0.0125733333,0.072,67.54,78.45
75,2022-11-17 22:48:13.385583,39.9701753333,0.0125741667,0.162,62.58,76.6
76,2022-11-17 22:48:14.397786,39.9701755,0.012575,0.124,57.69,74.34
77,2022-11-17 22:48:15.410070,39.9701758333,0.0125756667,0.06,53.33,70.85
78,2022-11-17 22:48:16.422228,39.970176,0.012576,0.04,51.06,71.25
79,2022-11-17 22:48:17.434437,39.9701758333,0.0125763333,0.162,50.09,68.36
80,2022-11-17 22:48:18.446976,39.970176,0.0125768333,0.157,50.19,68.43
81,2022-11-17 22:48:19.459023,39.9701761667,0.0125773333,0.078,50.12,68.59
82,2022-11-17 22:48:20.471223,39.9701758333,0.0125775,0.088,51.0,71.33
83,2022-11-17 22:48:21.483448,39.9701756667,0.0125771667,0.021,51.06,69.36
84,2022-11-17 22:48:22.496791,39.9701755,0.012577,0.105,51.19,69.13
85,2022-11-17 22:48:23.509223,39.9701753333,0.0125766667,0.102,50.42,69.07
86,2022-11-17 22:48:24.521562,39.9701751667,0.0125758333,0.04,49.94,68.93
87,2022-11-17 22:48:25.533603,39.970175,0.012575,0.073,51.43,69.81
88,2022-11-17 22:48:26.545750,39.9701741667,0.0125748333,0.111,50.61,70.3
89,2022-11-17 22:48:27.558010,39.9701733333,0.0125751667,0.086,50.2,69.5
90,2022-11-17 22:48:28.570093,39.970173,0.0125746667,0.117,50.83,71.19
91,2022-11-17 22:48:29.582009,39.9701728333,0.0125736667,0.077,52.0,70.03
92,2022-11-17 22:48:30.593970,39.9701725,0.012573,0.106,51.84,70.1
93,2022-11-17 22:48:31.609467,39.9701721667,0.0125725,0.128,51.25,70.2
94,2022-11-17 22:48:32.621511,39.9701721667,0.0125718333,0.093,51.2,69.68
95,2022-11-17 22:48:33.633254,39.9701716667,0.0125715,0.013,50.38,68.7
96,2022-11-17 22:48:34.645847,39.9701711667,0.0125713333,0.011,52.46,68.9
97,2022-11-17 22:48:35.658146,39.9701706667,0.0125711667,0.106,50.82,67.09
98,2022-11-17 22:48:36.670101,39.9701706667,0.0125703333,0.211,48.25,68.28
99,2022-11-17 22:48:37.682142,39.9701706667,0.0125701667,0.084,48.55,66.98
100,2022-11-17 22:48:38.694185,39.970171,0.0125695,0.044,49.82,68.57
101,2022-11-17 22:48:39.706459,39.9701711667,0.012569,0.062,48.49,67.69
102,2022-11-17 22:48:40.718254,39.9701716667,0.012568,0.135,49.31,70.12
103,2022-11-17 22:48:41.730258,39.970172,0.0125671667,0.087,49.77,67.75
104,2022-11-17 22:48:42.741978,39.9701723333,0.012566,0.017,49.16,66.85
105,2022-11-17 22:48:43.754043,39.9701726667,0.0125645,0.069,50.64,69.13
106,2022-11-17 22:48:44.765897,39.970173,0.0125633333,0.021,49.35,67.76
107,2022-11-17 22:48:45.777916,39.9701736667,0.0125621667,0.069,50.41,70.57
108,2022-11-17 22:48:46.789612,39.9701745,0.0125601667,0.113,50.54,70.02
109,2022-11-17 22:48:47.802164,39.970175,0.0125588333,0.059,50.88,70.89
110,2022-11-17 22:48:48.814446,39.9701756667,0.012558,0.046,50.42,69.74
111,2022-11-17 22:48:49.826168,39.970176,0.012558,0.053,52.04,69.91
112,2022-11-17 22:48:50.838267,39.9701773333,0.0125576667,0.103,52.99,71.22
113,2022-11-17 22:48:51.860221,39.9701781667,0.0125586667,0.147,53.25,70.33
114,2022-11-17 22:48:52.872449,39.9701796667,0.0125581667,0.175,52.07,70.3
115,2022-11-17 22:48:53.884175,39.9701806667,0.012558,0.113,51.46,69.42
116,2022-11-17 22:48:54.896226,39.9701818333,0.0125583333,0.035,52.31,70.02
117,2022-11-17 22:48:55.908381,39.9701825,0.0125585,0.047,51.98,69.93
118,2022-11-17 22:48:56.920202,39.9701833333,0.0125581667,0.078,51.37,69.59
119,2022-11-17 22:48:57.932632,39.9701841667,0.0125571667,0.037,52.01,69.87
120,2022-11-17 22:48:58.944398,39.970185,0.012557,0.083,52.81,71.02
121,2022-11-17 22:48:59.956472,39.9701855,0.012557,0.066,51.95,69.5
122,2022-11-17 22:49:00.968313,39.9701858333,0.0125571667,0.062,51.41,69.79
123,2022-11-17 22:49:01.980055,39.9701861667,0.0125576667,0.114,50.58,69.21
124,2022-11-17 22:49:02.991967,39.9701865,0.0125583333,0.087,52.82,69.61
125,2022-11-17 22:49:04.003977,39.9701863333,0.012559,0.071,51.84,69.53
126,2022-11-17 22:49:05.015866,39.9701863333,0.0125601667,0.097,51.37,71.7
127,2022-11-17 22:49:06.027716,39.970186,0.0125606667,0.068,50.95,70.33
128,2022-11-17 22:49:07.040125,39.9701863333,0.0125618333,0.091,53.69,70.26
129,2022-11-17 22:49:08.051909,39.9701863333,0.0125626667,0.139,51.81,69.85
130,2022-11-17 22:49:09.063735,39.9701868333,0.012564,0.094,53.53,70.88
131,2022-11-17 22:49:10.076567,39.970187,0.0125646667,0.072,51.1,70.86
132,2022-11-17 22:49:11.097441,39.970187,0.0125646667,0.066,51.06,68.85
133,2022-11-17 22:49:12.109957,39.9701873333,0.0125645,0.172,48.96,69.63
134,2022-11-17 22:49:13.122404,39.9701871667,0.0125645,0.11,49.92,67.51
135,2022-11-17 22:49:14.134957,39.9701875,0.0125638333,0.109,49.68,67.9
136,2022-11-17 22:49:15.147299,39.9701878333,0.0125626667,0.077,50.5,69.47
137,2022-11-17 22:49:16.159859,39.9701883333,0.012562,0.168,51.28,69.74
138,2022-11-17 22:49:17.169238,39.9701885,0.0125611667,0.0,51.41,71.08
139,2022-11-17 22:49:18.178298,39.970188,0.0125605,0.0,53.61,71.68
140,2022-11-17 22:49:19.190697,39.9701876667,0.0125593333,0.068,53.39,77.66
141,2022-11-17 22:49:20.203004,39.9701875,0.0125583333,0.086,55.0,73.85
142,2022-11-17 22:49:21.209510,0.0,0.0,0.114,54.02,73.83
143,2022-11-17 22:49:22.216542,0.0,0.0,0.078,53.32,73.49
144,2022-11-17 22:49:23.223144,0.0,0.0,0.052,51.54,72.9
145,2022-11-17 22:49:24.229786,0.0,0.0,0.083,50.58,70.2
146,2022-11-17 22:49:25.236141,0.0,0.0,0.145,50.28,68.32
147,2022-11-17 22:49:26.242289,0.0,0.0,0.112,50.77,68.34
148,2022-11-17 22:49:27.250138,0.0,0.0,0.07,49.55,69.64
149,2022-11-17 22:49:28.261902,39.9701865,0.0125481667,0.212,50.72,68.83
150,2022-11-17 22:49:29.273822,39.9701866667,0.0125466667,0.094,49.15,68.64
151,2022-11-17 22:49:30.286151,39.9701868333,0.0125458333,0.09,49.0,68.87
152,2022-11-17 22:49:31.298281,39.9701875,0.0125445,0.051,49.27,70.33
153,2022-11-17 22:49:32.310172,39.9701885,0.0125431667,0.059,51.36,68.79
154,2022-11-17 22:49:33.322217,39.9701885,0.012542,0.062,50.81,68.52
155,2022-11-17 22:49:34.340824,39.9701885,0.012541,0.143,51.73,71.4
156,2022-11-17 22:49:35.353614,39.9701888333,0.0125395,0.069,51.02,70.18
157,2022-11-17 22:49:36.366200,39.970189,0.0125385,0.068,50.83,70.49
158,2022-11-17 22:49:37.378183,39.9701891667,0.0125378333,0.078,50.48,69.95
159,2022-11-17 22:49:38.390395,39.9701895,0.0125371667,0.112,49.9,70.56
160,2022-11-17 22:49:39.402664,39.97019,0.0125361667,0.05,51.38,69.82
161,2022-11-17 22:49:40.414878,39.9701905,0.0125353333,0.052,50.27,68.3
162,2022-11-17 22:49:41.427211,39.9701913333,0.0125345,0.092,51.04,69.88
163,2022-11-17 22:49:42.439205,39.9701921667,0.0125336667,0.15,51.25,71.05
164,2022-11-17 22:49:43.451080,39.9701931667,0.0125331667,0.103,52.68,71.45
165,2022-11-17 22:49:44.462875,39.9701943333,0.0125321667,0.04,52.32,73.5
166,2022-11-17 22:49:45.474804,39.9701951667,0.0125313333,0.11,53.28,71.47
167,2022-11-17 22:49:46.486723,39.9701958333,0.0125306667,0.052,53.03,71.78
168,2022-11-17 22:49:47.498517,39.9701965,0.0125301667,0.114,51.31,70.78
169,2022-11-17 22:49:48.510672,39.9701966667,0.0125301667,0.073,51.96,70.58
170,2022-11-17 22:49:49.523170,39.9701966667,0.0125301667,0.036,51.82,70.12
171,2022-11-17 22:49:50.535029,39.970197,0.0125305,0.034,50.66,69.32
172,2022-11-17 22:49:51.546800,39.9701975,0.012531,0.112,49.84,69.62
173,2022-11-17 22:49:52.558406,39.9701983333,0.0125301667,0.075,49.89,68.6
