Time,lat,lon,speed,LA,LZ
2024-05-13 11:33:15,43.27471,-2.0173731667,12.103,72.5201766005841,86.59041068791154
2024-05-13 11:33:16,43.2747118333,-2.017421,13.396,75.77917609704544,89.65042043913397
2024-05-13 11:33:18,43.2747166667,-2.0175148333,14.59,77.59208774141126,89.86024394099681
2024-05-13 11:33:19,43.2747151667,-2.0175666667,15.516,78.07459074524654,89.59431642496773
2024-05-13 11:33:20,43.274712,-2.0176221667,15.452,79.06565728001286,90.42120497596385
2024-05-13 11:33:21,43.2747158333,-2.0176763333,16.439,80.8835941253106,92.44536082781563
2024-05-13 11:33:22,43.2747256667,-2.0177313333,17.987,81.53771734927454,93.59362009718681
2024-05-13 11:33:23,43.2747316667,-2.0178001667,18.892,80.66003361362871,90.74802149200609
2024-05-13 11:33:25,43.2747376667,-2.017854,15.741,74.57185411995697,91.74216608068006
2024-05-13 11:33:26,43.2747463333,-2.0179215,12.243,68.16516984558768,81.55319265466132
2024-05-13 11:33:27,43.2747431667,-2.0179291667,8.095,67.39381713887167,76.50318147313874
2024-05-13 11:33:28,43.2747423333,-2.0179341667,4.929,67.33243385773308,75.95016252267985
2024-05-13 11:33:29,43.274746,-2.017936,3.499,66.9104947714723,75.34992876716997
2024-05-13 11:33:31,43.2747445,-2.0179378333,0.988,66.38759407537468,75.4335570678492
2024-05-13 11:33:32,43.2747511667,-2.0179171667,1.167,67.09010813365839,77.68753001587862
2024-05-13 11:33:33,43.274751,-2.0179043333,2.235,67.55353482389614,77.90526534475833
2024-05-13 11:33:34,43.2747578333,-2.017884,3.689,66.63129829927293,79.63621969027477
2024-05-13 11:33:35,43.2747635,-2.017877,3.863,66.61640441342189,79.29150889439089
2024-05-13 11:33:37,43.2747666667,-2.0178673333,4.461,70.14058540732566,93.02706624383738
2024-05-13 11:33:38,43.2748,-2.0178543333,4.46,64.86684899338206,79.59104008130575
2024-05-13 11:33:39,43.2748038333,-2.017862,2.789,64.71653271982434,76.80662616511178
2024-05-13 11:33:40,43.2748025,-2.0178636667,1.198,65.03470723672513,78.72282185418317
2024-05-13 11:33:41,43.2747951667,-2.0178688333,1.045,67.55141593153402,88.933801941237
2024-05-13 11:33:43,43.2747891667,-2.01787,1.743,66.2364254878158,80.71911266851114
2024-05-13 11:33:44,43.2747815,-2.01787,1.248,67.82703948982441,81.21661142783148
2024-05-13 11:33:45,43.274777,-2.0178666667,1.612,70.39327766502677,84.50317743853589
2024-05-13 11:33:46,43.2747753333,-2.0178401667,3.994,73.20418785975747,85.90215386692367
2024-05-13 11:33:47,43.274771,-2.0178236667,4.537,74.77616782738666,88.17758338390638
2024-05-13 11:33:48,43.2747695,-2.017793,6.255,75.89289279068925,89.41320118724883
2024-05-13 11:33:50,43.274775,-2.0177003333,11.329,78.14948522976742,90.3940559012446
2024-05-13 11:33:51,43.2747808333,-2.017652,12.825,78.73828750222722,89.10680538659064
2024-05-13 11:33:52,43.2747655,-2.0175985,14.873,78.47995355180166,89.44740537253847
2024-05-13 11:33:53,43.2747675,-2.0175391667,16.101,77.50451082358325,87.67538267381106
2024-05-13 11:33:54,43.2747706667,-2.0174848333,16.065,75.91782931911501,87.04077677105026
2024-05-13 11:33:55,43.2747626667,-2.017422,17.068,75.85712298072175,88.10462118438194
2024-05-13 11:33:57,43.2747605,-2.0173656667,16.003,74.42205926036081,84.79906614093487
2024-05-13 11:33:58,43.2747225,-2.0172713333,14.906,70.80394784538417,83.33633141682093
2024-05-13 11:33:59,43.2747165,-2.0172333333,11.559,66.87377909975507,79.70555139243058
2024-05-13 11:34:00,43.2747228333,-2.0172246667,5.369,65.83648764792594,79.44165682786549
2024-05-13 11:34:01,43.2747196667,-2.0172198333,3.893,67.26274420725781,79.29928593283067
2024-05-13 11:34:03,43.274724,-2.017215,3.172,68.41262719588002,83.19738164973208
2024-05-13 11:34:04,43.2747301667,-2.0172238333,1.858,69.31651215635085,83.28680338627669
2024-05-13 11:34:05,43.2747326667,-2.0172401667,2.353,71.7547364333902,85.27515672541115
2024-05-13 11:34:06,43.2747335,-2.0172493333,1.927,73.92151845018765,84.49365728769614
2024-05-13 11:34:07,43.274731,-2.0172525,0.719,75.28962374617167,84.07893882103751
2024-05-13 11:34:09,43.2747263333,-2.0172481667,3.223,79.87511228626197,92.34681237906669
2024-05-13 11:34:10,43.2747145,-2.0172398333,2.705,77.28726970995793,85.8205747753982
2024-05-13 11:34:11,43.274699,-2.0172308333,5.749,73.91351549277414,85.8425275588381
2024-05-13 11:34:12,43.274662,-2.0172243333,10.462,74.46173357203317,86.59499207542147
2024-05-13 11:34:13,43.274629,-2.0172195,11.807,75.47675759599093,86.83390661806811
2024-05-13 11:34:15,43.274588,-2.0172163333,14.984,76.31735672633648,85.69310296180663
2024-05-13 11:34:16,43.2745058333,-2.0172136667,16.697,75.43141939753045,85.2176751817212
2024-05-13 11:34:17,43.274466,-2.0172115,16.637,75.16666468960817,85.26964435491274
2024-05-13 11:34:18,43.2744256667,-2.0172108333,16.465,74.44326487979671,83.71317037215881
2024-05-13 11:34:19,43.2743861667,-2.0172101667,16.147,73.5968564832573,82.48853955991031
2024-05-13 11:34:20,43.2743461667,-2.0172125,16.365,73.28734173178091,82.73517911917989
2024-05-13 11:34:22,43.2742636667,-2.0172141667,16.978,75.54214203028248,84.03717394341379
2024-05-13 11:34:23,43.2742206667,-2.0172225,18.154,75.9714211505012,85.92220403610428
2024-05-13 11:34:24,43.2741786667,-2.0172345,17.858,76.94709059204416,88.1100373789964
2024-05-13 11:34:25,43.2741348333,-2.0172648333,19.234,77.23983688367143,87.78049968772449
2024-05-13 11:34:26,43.2740895,-2.017295,20.03,77.33468306908806,87.86251036291495
2024-05-13 11:34:27,43.2740436667,-2.017331,20.957,78.4143986104078,88.92964288868406
2024-05-13 11:34:29,43.2739591667,-2.0174071667,21.146,75.83848242858781,85.26477043624965
2024-05-13 11:34:30,43.2739173333,-2.0174423333,20.5,75.11774022323334,84.76169424084752
2024-05-13 11:34:31,43.273879,-2.0174781667,19.452,75.37528037927285,84.86971037907304
2024-05-13 11:34:32,43.2738615,-2.0175403333,17.755,76.44441920325198,84.71618172557775
2024-05-13 11:34:33,43.273849,-2.017604,17.084,76.94557235778089,88.49060824249415
2024-05-13 11:34:34,43.2738435,-2.0176663333,17.373,77.3123914485517,85.51425600959371
2024-05-13 11:34:36,43.2738306667,-2.017737,20.956,77.35021112965553,86.34216280223995
2024-05-13 11:34:37,43.2738235,-2.0178735,20.68,77.10348206872935,88.64714585665655
2024-05-13 11:34:38,43.2738281667,-2.0179285,19.278,76.48830780647413,86.57600065698709
2024-05-13 11:34:39,43.2738291667,-2.0179836667,18.884,76.0890763960701,85.07561547918519
2024-05-13 11:34:40,43.2738286667,-2.0180525,20.036,76.58817494703328,85.57902061048564
2024-05-13 11:34:42,43.273832,-2.0181176667,19.118,76.97348860090123,87.51273684214914
2024-05-13 11:34:43,43.2738446667,-2.0182285,18.416,75.99907063406357,86.42943376787912
2024-05-13 11:34:44,43.273853,-2.0182841667,18.042,75.52869023350385,85.55971566846597
2024-05-13 11:34:45,43.2738726667,-2.018325,16.509,75.37479387261753,85.05579685487609
2024-05-13 11:34:46,43.2738793333,-2.0183785,16.008,74.85476631149618,85.37898245170693
2024-05-13 11:34:48,43.2738826667,-2.0184228333,16.08,74.06557133103176,83.96699402236871
2024-05-13 11:34:49,43.2738928333,-2.0185145,14.783,73.9131963282478,84.19891245858123
2024-05-13 11:34:50,43.2738925,-2.0185801667,15.618,73.69489778982505,85.51901746731643
2024-05-13 11:34:51,43.2738938333,-2.018643,15.635,73.8028842516294,85.610870585068
2024-05-13 11:34:52,43.2738898333,-2.0187105,17.032,74.75434650731377,85.57798554953268
2024-05-13 11:34:53,43.2738903333,-2.0187755,17.815,75.27930469564433,83.66640330861233
2024-05-13 11:34:55,43.2739066667,-2.0188883333,16.607,75.93584654505624,85.40372374864772
2024-05-13 11:34:56,43.2739066667,-2.0189581667,17.77,75.90500333138962,85.59739646044443
2024-05-13 11:34:57,43.2739103333,-2.0190281667,18.727,76.24041868206875,86.00458771299057
2024-05-13 11:34:58,43.2739113333,-2.0190978333,19.05,76.76588899646421,88.0145933852545
2024-05-13 11:34:59,43.273905,-2.0191788333,20.254,76.87498240422764,86.72138185026576
2024-05-13 11:35:00,43.2739056667,-2.019247,19.69,76.50938584474666,86.54739971993507
2024-05-13 11:35:02,43.2739125,-2.0193803333,19.281,75.83161237344964,86.60310449984593
2024-05-13 11:35:03,43.2739113333,-2.0194503333,19.344,75.64428825376565,84.63171698827261
2024-05-13 11:35:04,43.2739068333,-2.0195276667,19.656,75.58677541588955,84.66524797402636
2024-05-13 11:35:05,43.273909,-2.0195941667,18.842,75.73360995708796,85.85917987464359
2024-05-13 11:35:06,43.2739073333,-2.0196663333,19.508,75.90406019591038,90.07138725632694
2024-05-13 11:35:07,43.2739033333,-2.0197436667,20.106,76.67663307242098,91.56085698501224
2024-05-13 11:35:09,43.2738985,-2.0198225,21.668,78.04297967440658,89.1553798703892
2024-05-13 11:35:10,43.2738921667,-2.019984,21.444,78.14190173460999,87.6934505295042
2024-05-13 11:35:11,43.2738805,-2.0200783333,23.185,78.24098149077214,88.533147971933
2024-05-13 11:35:12,43.2738711667,-2.0201691667,23.95,78.40690315157362,88.29227402269339
2024-05-13 11:35:13,43.273857,-2.020265,24.836,78.86599826192216,87.8007688512369
2024-05-13 11:35:15,43.273854,-2.0203443333,23.769,78.7344038207714,87.22562489230094
2024-05-13 11:35:16,43.2738528333,-2.0204901667,21.663,79.09473114024935,87.1236395142881
2024-05-13 11:35:17,43.2738445,-2.020569,22.093,79.565727894775,89.12696191721014
2024-05-13 11:35:18,43.2738328333,-2.0206468333,22.211,80.5228773082753,89.89963326926492
2024-05-13 11:35:19,43.2738255,-2.0207201667,22.053,79.92041466815719,89.32481286591735
2024-05-13 11:35:21,43.273824,-2.020829,24.995,78.28582206810752,89.62093513795884
2024-05-13 11:35:22,43.2738105,-2.02099,23.475,77.45338744658892,88.93087166482456
2024-05-13 11:35:23,43.273791,-2.0210546667,21.932,78.06665627057126,90.52494593823852
2024-05-13 11:35:24,43.2737706667,-2.0211118333,20.084,77.88264649447245,90.36820042578262
2024-05-13 11:35:25,43.2737356667,-2.0211508333,18.545,78.51556622158274,93.02365861805917
2024-05-13 11:35:26,43.2736376667,-2.0211045,21.136,83.23780721078903,99.12362445858689
2024-05-13 11:35:28,43.2735228333,-2.0211348333,22.951,81.14053432751268,91.70859484314393
2024-05-13 11:35:29,43.273468,-2.0211141667,23.025,81.1436692625871,91.80897837505833
2024-05-13 11:35:30,43.273406,-2.0210896667,24.246,80.17353572026468,91.12610896084881
2024-05-13 11:35:31,43.2733446667,-2.0210648333,25.053,79.6040520532556,91.02868670543762
2024-05-13 11:35:32,43.2732835,-2.021046,25.214,79.47063708045985,91.44064465794693
2024-05-13 11:35:33,43.273225,-2.0210325,23.962,79.13676931978367,94.14983651458122
2024-05-13 11:35:35,43.2731163333,-2.021026,22.103,76.95923803278431,88.26443866503837
2024-05-13 11:35:36,43.2730726667,-2.0209995,21.532,75.89681710258054,87.62124177912555
2024-05-13 11:35:37,43.2730275,-2.0209846667,20.318,75.88238019797086,88.3158087171875
2024-05-13 11:35:38,43.2730046667,-2.0209408333,18.208,75.94998488965952,89.49578070144314
2024-05-13 11:35:39,43.2729796667,-2.0209046667,16.659,76.35533996260872,89.98631244867532
2024-05-13 11:35:40,43.2729595,-2.0208688333,14.751,74.78475641427522,87.86178491630365
2024-05-13 11:35:42,43.2729431667,-2.0208113333,14.413,72.58615910782262,84.00004951277907
2024-05-13 11:35:43,43.2729546667,-2.020695,15.418,74.44744329835757,83.15398849400843
2024-05-13 11:35:44,43.2729728333,-2.0206355,16.682,76.15432927974373,85.63352649809971
2024-05-13 11:35:45,43.2729818333,-2.0205795,17.814,77.25243382284066,85.53045945163524
2024-05-13 11:35:46,43.2729883333,-2.0205168333,19.46,78.59369600419492,86.13183302154015
2024-05-13 11:35:48,43.2729976667,-2.0204531667,20.395,80.27930401307499,87.58111420179667
2024-05-13 11:35:49,43.273021,-2.0203101667,21.054,79.72186515576928,87.36726982022738
2024-05-13 11:35:50,43.2730348333,-2.0202375,21.244,78.64793762142978,87.47664494050892
2024-05-13 11:35:51,43.2730465,-2.0201533333,22.676,77.68973998284066,86.61721851469622
2024-05-13 11:35:52,43.2730501667,-2.020075,22.916,77.7912233317364,87.27384087498916
2024-05-13 11:35:54,43.27306,-2.0199991667,22.865,77.91893493059268,91.63714829256007
2024-05-13 11:35:55,43.2730661667,-2.0198538333,22.036,78.13191211611236,91.54271033396398
2024-05-13 11:35:56,43.2730698333,-2.019778,22.377,79.82577966335448,90.97511678286536
2024-05-13 11:35:57,43.2730743333,-2.0196995,23.771,81.75114417640408,89.32151273448609
2024-05-13 11:35:58,43.2730785,-2.0196103333,26.667,82.51501865628188,89.26603767622375
2024-05-13 11:36:00,43.2730826667,-2.0195178333,28.043,82.04428318892367,90.28246263750647
2024-05-13 11:36:01,43.273082,-2.0193286667,28.401,82.33958349695875,90.46431801152065
2024-05-13 11:36:02,43.2730811667,-2.019234,28.392,82.70548810996053,90.33809987109674
2024-05-13 11:36:03,43.2730808333,-2.0191401667,28.446,81.3788064955243,89.52200670916234
2024-05-13 11:36:04,43.2730771667,-2.0190556667,26.311,79.31905325216357,89.20781996883632
2024-05-13 11:36:05,43.2730735,-2.018977,23.998,77.62214171822703,91.25506593307719
2024-05-13 11:36:07,43.2730761667,-2.0188346667,21.514,79.5085553248934,88.98952974735346
2024-05-13 11:36:08,43.2730776667,-2.0187553333,22.996,80.1635065463909,89.43238648629473
2024-05-13 11:36:09,43.2730735,-2.0186725,24.476,80.50292636628339,89.28167462603467
2024-05-13 11:36:10,43.2730708333,-2.0185878333,25.465,79.87468725094865,90.65808088962724
2024-05-13 11:36:11,43.2730661667,-2.0185081667,24.653,78.73517676348742,90.92161412255356
2024-05-13 11:36:12,43.273056,-2.018437,22.956,75.72451245842497,90.37789764085122
2024-05-13 11:36:14,43.2730466667,-2.01838,17.763,76.77505655904542,91.8235883407105
2024-05-13 11:36:15,43.2730288333,-2.0182733333,16.094,77.70221602215284,88.08006363450345
2024-05-13 11:36:16,43.2730143333,-2.0182185,16.436,77.16314925115526,91.09488390944836
2024-05-13 11:36:17,43.2729916667,-2.0181856667,13.787,77.47044489933829,87.59869011570044
2024-05-13 11:36:18,43.2729465,-2.0181515,16.227,78.85576204503808,91.97425086236528
2024-05-13 11:36:20,43.2728971667,-2.0181258333,18.551,80.84752082636078,93.26816234364293
2024-05-13 11:36:21,43.272797,-2.0181163333,18.683,80.6478971813769,90.6841183686521
2024-05-13 11:36:22,43.2727388333,-2.0181168333,20.684,80.92635645552329,91.10767870076161
2024-05-13 11:36:23,43.272685,-2.0181298333,21.569,81.0964367416266,92.52634622541065
2024-05-13 11:36:24,43.2726323333,-2.0181388333,21.183,81.4130864534325,91.9338070662684
2024-05-13 11:36:26,43.2725811667,-2.018143,20.283,81.89423610156113,92.54632466420021
2024-05-13 11:36:27,43.272481,-2.018208,21.698,81.57340009366648,92.30431338076147
2024-05-13 11:36:28,43.272438,-2.0182363333,20.311,82.07885032387827,92.50967501979017
2024-05-13 11:36:29,43.2723926667,-2.0182641667,20.475,81.205524598983,91.6608516309876
2024-05-13 11:36:30,43.272342,-2.0183045,21.792,78.71895466107779,92.01374139867431
2024-05-13 11:36:31,43.272302,-2.018335,20.196,78.16411448419491,90.73994146929572
2024-05-13 11:36:33,43.2722218333,-2.0183933333,19.499,79.77728704410279,92.26574735740427
2024-05-13 11:36:34,43.272189,-2.018425,18.626,80.8728522401683,90.86563216040282
2024-05-13 11:36:35,43.2721508333,-2.0184628333,19.384,81.89969224706621,91.11632184087046
2024-05-13 11:36:36,43.2721086667,-2.0185021667,19.827,82.15815239206742,92.39588038001138
2024-05-13 11:36:37,43.2720506667,-2.018546,22.908,82.16088899717163,92.69828519369094
2024-05-13 11:36:38,43.2720028333,-2.0185858333,23.192,82.91614715548285,92.71975479289395
2024-05-13 11:36:40,43.2718961667,-2.0186673333,24.695,81.86039143228363,90.68425950803588
2024-05-13 11:36:41,43.2718453333,-2.0187115,24.545,82.43139585147509,90.63924207994128
2024-05-13 11:36:42,43.2717935,-2.0187515,23.784,80.96875646161516,90.74962460139122
2024-05-13 11:36:43,43.2717431667,-2.0187861667,22.837,78.33529644928562,88.87242959159676
2024-05-13 11:36:44,43.2716936667,-2.018819,22.192,79.38456103897273,90.14083147636356
2024-05-13 11:36:45,43.2716446667,-2.0188518333,21.939,79.47572530489524,89.71959918013997
2024-05-13 11:36:47,43.2715981667,-2.0188873333,22.959,80.1328116495968,87.99995398285155
2024-05-13 11:36:48,43.2714928333,-2.0189723333,23.653,80.27541540775532,88.50067310982512
2024-05-13 11:36:49,43.2714391667,-2.0190136667,24.146,79.8593528901169,91.10535031769805
2024-05-13 11:36:50,43.2713856667,-2.0190565,24.702,81.20289558751443,91.26408182396654
2024-05-13 11:36:51,43.2713326667,-2.0191013333,24.835,80.6287830904018,88.140266689079
2024-05-13 11:36:53,43.2712763333,-2.0191411667,25.041,80.38232942824786,87.22808822450757
2024-05-13 11:36:54,43.2711666667,-2.019216,24.43,79.43941068403613,87.28544678901115
2024-05-13 11:36:55,43.2711161667,-2.0192563333,23.838,77.06264078432825,86.01815253881139
2024-05-13 11:36:56,43.2710703333,-2.0192913333,22.103,74.0600853232536,83.23693693173885
2024-05-13 11:36:57,43.2710426667,-2.0193136667,17.631,71.3352689183692,83.0315665642273
2024-05-13 11:36:59,43.271016,-2.0193266667,14.705,63.569969259221836,74.10148430312644
2024-05-13 11:37:00,43.2709841667,-2.019336,8.396,62.69460207927071,73.2295601352171
2024-05-13 11:37:01,43.2709761667,-2.0193381667,6.115,60.42469217786912,77.73936535536276
2024-05-13 11:37:02,43.2709778333,-2.0193426667,4.03,55.22691611739937,75.94200220088598
2024-05-13 11:37:03,43.2709775,-2.0193503333,3.315,59.74946272953696,74.67445920590623
2024-05-13 11:37:05,43.2709768333,-2.019354,2.437,62.52974145382641,76.64326403720548
2024-05-13 11:37:06,43.2709691667,-2.0193693333,2.82,65.05195101027823,79.11202992777673
2024-05-13 11:37:07,43.2709558333,-2.0193755,3.477,68.03406750446058,80.27606655308304
2024-05-13 11:37:08,43.2709451667,-2.0193781667,3.387,68.42059738470793,80.2595199791469
2024-05-13 11:37:09,43.2709333333,-2.0193816667,3.53,69.75314215121475,81.70918557100953
2024-05-13 11:37:10,43.270919,-2.0194068333,5.072,73.03563526597392,84.15989965226636
2024-05-13 11:37:12,43.2708656667,-2.0194728333,10.144,74.77369414219844,86.33486020235486
2024-05-13 11:37:13,43.2708493333,-2.0194998333,10.114,73.40751249151502,85.35746455476519
2024-05-13 11:37:14,43.2708151667,-2.0195236667,11.688,72.41098321404405,83.16243381131784
2024-05-13 11:37:15,43.2707618333,-2.0195663333,15.141,72.54560024887103,83.93395931814565
2024-05-13 11:37:16,43.2707403333,-2.019604,14.466,74.54195453067618,84.19419289239531
2024-05-13 11:37:17,43.2707178333,-2.0196378333,13.95,75.8987259750332,91.99710959736905
2024-05-13 11:37:19,43.2706948333,-2.0196756667,14.014,80.46327366948194,93.78750488246635
2024-05-13 11:37:20,43.2706501667,-2.019775,14.863,81.25654734243236,96.478046014201
2024-05-13 11:37:21,43.2706165,-2.0198198333,15.914,79.63187919111492,93.2895142925723
2024-05-13 11:37:22,43.27058,-2.0198711667,17.22,79.22554024040005,92.17417214687393
2024-05-13 11:37:23,43.270547,-2.0198968333,15.933,77.83222573311986,90.82183363225147
2024-05-13 11:37:25,43.2705165,-2.019922,13.317,75.35559574347016,88.4753683856197
2024-05-13 11:37:26,43.2704611667,-2.0199596667,12.462,75.89732043094394,89.95675612769098
2024-05-13 11:37:27,43.2704278333,-2.01998,12.766,75.93729657291563,90.27816020898214
2024-05-13 11:37:28,43.2703918333,-2.019987,12.894,75.04827524030607,88.9260592445872
2024-05-13 11:37:29,43.2703596667,-2.0199921667,12.988,75.10612847428033,88.55192770237412
2024-05-13 11:37:31,43.2703273333,-2.0200051667,12.82,78.02310259918498,91.87299072996693
2024-05-13 11:37:32,43.2702548333,-2.0200311667,13.906,78.59195604760727,91.22285108205666
2024-05-13 11:37:33,43.2702115,-2.0200428333,15.793,77.49781255173555,88.29065310534082
2024-05-13 11:37:34,43.2701695,-2.0200566667,16.168,77.69461409384817,94.20043345896008
2024-05-13 11:37:35,43.2701326667,-2.0200748333,15.031,73.45650065361,84.53144253674843
2024-05-13 11:37:36,43.2701073333,-2.0200981667,12.286,70.27146951197665,82.21521686446627
2024-05-13 11:37:38,43.2700885,-2.0201113333,8.47,64.57014358932737,74.97591643648772
2024-05-13 11:37:39,43.270069,-2.0201335,3.548,63.53211698764821,73.53923753834317
2024-05-13 11:37:40,43.2700641667,-2.020144,2.676,61.77876300887596,72.04893908975036
2024-05-13 11:37:41,43.2700626667,-2.0201546667,1.682,61.83702715491982,73.50644656589566
2024-05-13 11:37:42,43.2700586667,-2.0201561667,1.076,61.00779433296442,72.7220801941101
2024-05-13 11:37:43,43.2700578333,-2.0201603333,0.819,62.64991120202029,73.01721258103247
2024-05-13 11:37:45,43.2700523333,-2.0201596667,0.076,69.34033561183874,75.67804144121742
2024-05-13 11:37:46,43.2700511667,-2.0201625,0.884,70.27544349284078,77.20564196532158
2024-05-13 11:37:47,43.2700495,-2.0201621667,0.977,71.41456570270569,76.91729239725474
2024-05-13 11:37:48,43.2700485,-2.020163,0.785,70.73619471272944,77.65753853540697
2024-05-13 11:37:49,43.2700468333,-2.0201633333,0.14,69.28779503125547,76.01902943807397
2024-05-13 11:37:50,43.2700448333,-2.0201628333,0.112,67.99503165611684,74.84732757030503
2024-05-13 11:37:52,43.2700456667,-2.0201691667,0.722,69.25361405564799,76.70514026657276
2024-05-13 11:37:53,43.2700471667,-2.0201746667,0.608,71.68290135713706,78.98056412729252
2024-05-13 11:37:54,43.2700478333,-2.0201783333,0.304,79.76409990281661,84.73475047478274
2024-05-13 11:37:55,43.2700471667,-2.0201791667,0.31,85.69367814892144,90.34220067664079
2024-05-13 11:37:56,43.270044,-2.020187,1.607,77.94744015453381,85.8296782383587
2024-05-13 11:37:57,43.2700406667,-2.0201995,2.465,74.40094834714662,87.14031826209519
2024-05-13 11:37:59,43.2700221667,-2.0202228333,10.827,79.90508746086644,96.20631509989042
2024-05-13 11:38:00,43.2699801667,-2.0202868333,11.792,81.06081487748098,95.79245180595163
2024-05-13 11:38:01,43.2699528333,-2.0203291667,14.254,80.65407029958648,92.0954544051473
2024-05-13 11:38:02,43.2699246667,-2.0203768333,16.591,81.46490045382775,93.34750357477029
2024-05-13 11:38:03,43.2698991667,-2.0204276667,17.892,81.50184634639095,93.52658195589956
2024-05-13 11:38:05,43.2698728333,-2.0204773333,18.503,81.58285601532569,94.15796909051815
2024-05-13 11:38:06,43.2698155,-2.0205745,18.576,82.26304242406329,94.87011224077546
2024-05-13 11:38:07,43.269793,-2.0206308333,18.482,82.19533218675933,94.481401980092
2024-05-13 11:38:08,43.269776,-2.020671,15.517,81.6630708800665,98.84751433711416
2024-05-13 11:38:09,43.269766,-2.020714,13.995,78.06717999469635,91.73342097644715
2024-05-13 11:38:10,43.2698083333,-2.0207485,12.812,78.17297531286857,92.6880138734356
2024-05-13 11:38:12,43.2698343333,-2.0207781667,12.817,79.00218072281254,92.09054287681882
2024-05-13 11:38:13,43.2699051667,-2.0208525,17.197,79.64769152382232,92.43004288076139
2024-05-13 11:38:14,43.2699405,-2.0208925,18.28,79.72271374520793,91.37839751731393
2024-05-13 11:38:15,43.2699751667,-2.0209368333,18.532,79.7329262302212,90.58725678507899
2024-05-13 11:38:16,43.2700085,-2.0209781667,18.163,80.25783306147348,91.27840503557576
2024-05-13 11:38:17,43.2700441667,-2.0210223333,18.813,79.92776229776901,91.18266805507179
2024-05-13 11:38:19,43.270122,-2.021125,20.426,79.41821842976688,92.36480113061276
