index,Value,Tag
2022-09-01 16:45:00,50.3,BI-RUI-C005LD
2022-09-01 17:00:00,50.9,BI-RUI-C005LD
2022-09-01 17:15:00,51.4,BI-RUI-C005LD
2022-09-01 17:30:00,51.9,BI-RUI-C005LD
2022-09-01 17:45:00,50.0,BI-RUI-C005LD
2022-09-01 18:00:00,51.1,BI-RUI-C005LD
2022-09-01 18:15:00,53.3,BI-RUI-C005LD
2022-09-01 18:30:00,54.1,BI-RUI-C005LD
2022-09-01 18:45:00,52.9,BI-RUI-C005LD
2022-09-01 19:00:00,55.9,BI-RUI-C005LD
2022-09-01 19:15:00,55.2,BI-RUI-C005LD
2022-09-01 19:30:00,54.1,BI-RUI-C005LD
2022-09-01 19:45:00,55.0,BI-RUI-C005LD
2022-09-01 20:00:00,56.5,BI-RUI-C005LD
2022-09-01 20:15:00,57.5,BI-RUI-C005LD
2022-09-01 20:30:00,58.3,BI-RUI-C005LD
2022-09-01 20:45:00,57.2,BI-RUI-C005LD
2022-09-01 21:00:00,54.7,BI-RUI-C005LD
2022-09-01 21:15:00,,BI-RUI-C005LD
2022-09-01 21:30:00,55.9,BI-RUI-C005LD
2022-09-01 21:45:00,54.6,BI-RUI-C005LD
2022-09-01 22:00:00,55.8,BI-RUI-C005LD
2022-09-01 22:15:00,57.3,BI-RUI-C005LD
2022-09-01 22:30:00,56.9,BI-RUI-C005LD
2022-09-01 22:45:00,54.5,BI-RUI-C005LD
2022-09-01 23:00:00,54.5,BI-RUI-C005LD
2022-09-01 23:15:00,55.1,BI-RUI-C005LD
2022-09-01 23:30:00,54.0,BI-RUI-C005LD
2022-09-01 23:45:00,52.4,BI-RUI-C005LD
2022-09-02 00:00:00,53.6,BI-RUI-C005LD
2022-09-02 00:15:00,51.8,BI-RUI-C005LD
2022-09-02 00:30:00,50.3,BI-RUI-C005LD
2022-09-02 00:45:00,45.1,BI-RUI-C005LD
2022-09-02 01:00:00,42.2,BI-RUI-C005LD
2022-09-02 01:15:00,41.7,BI-RUI-C005LD
2022-09-02 01:30:00,43.85,BI-RUI-C005LD
2022-09-02 01:45:00,41.4,BI-RUI-C005LD
2022-09-02 02:00:00,44.4,BI-RUI-C005LD
2022-09-02 02:15:00,49.7,BI-RUI-C005LD
2022-09-02 02:30:00,40.6,BI-RUI-C005LD
2022-09-02 02:45:00,42.1,BI-RUI-C005LD
2022-09-02 03:00:00,40.8,BI-RUI-C005LD
2022-09-02 03:15:00,41.7,BI-RUI-C005LD
2022-09-02 03:30:00,41.7,BI-RUI-C005LD
2022-09-02 03:45:00,41.7,BI-RUI-C005LD
2022-09-02 04:00:00,41.7,BI-RUI-C005LD
2022-09-02 04:15:00,41.7,BI-RUI-C005LD
2022-09-02 04:30:00,41.7,BI-RUI-C005LD
2022-09-02 04:45:00,,BI-RUI-C005LD
2022-09-02 05:00:00,41.7,BI-RUI-C005LD
2022-09-02 05:15:00,41.7,BI-RUI-C005LD
2022-09-02 05:30:00,41.7,BI-RUI-C005LD
2022-09-02 05:45:00,41.7,BI-RUI-C005LD
2022-09-02 06:00:00,41.7,BI-RUI-C005LD
2022-09-02 06:15:00,41.7,BI-RUI-C005LD
2022-09-02 06:30:00,41.7,BI-RUI-C005LD
2022-09-02 06:45:00,41.7,BI-RUI-C005LD
2022-09-02 07:00:00,41.7,BI-RUI-C005LD
2022-09-02 07:15:00,41.7,BI-RUI-C005LD
2022-09-02 07:30:00,41.7,BI-RUI-C005LD
2022-09-02 07:45:00,41.7,BI-RUI-C005LD
2022-09-02 08:00:00,41.7,BI-RUI-C005LD
2022-09-02 08:15:00,46.2,BI-RUI-C005LD
2022-09-02 08:30:00,44.6,BI-RUI-C005LD
2022-09-02 08:45:00,48.2,BI-RUI-C005LD
2022-09-02 09:00:00,45.6,BI-RUI-C005LD
2022-09-02 09:15:00,47.1,BI-RUI-C005LD
2022-09-02 09:30:00,50.0,BI-RUI-C005LD
2022-09-02 09:45:00,51.8,BI-RUI-C005LD
2022-09-02 10:00:00,46.5,BI-RUI-C005LD
2022-09-02 10:15:00,49.7,BI-RUI-C005LD
2022-09-02 10:30:00,49.6,BI-RUI-C005LD
2022-09-02 10:45:00,53.0,BI-RUI-C005LD
2022-09-02 11:00:00,48.4,BI-RUI-C005LD
2022-09-02 11:15:00,49.1,BI-RUI-C005LD
2022-09-02 11:30:00,47.8,BI-RUI-C005LD
2022-09-02 11:45:00,49.1,BI-RUI-C005LD
2022-09-02 12:00:00,48.1,BI-RUI-C005LD
2022-09-02 12:15:00,52.3,BI-RUI-C005LD
2022-09-02 12:30:00,53.8,BI-RUI-C005LD
2022-09-02 12:45:00,53.1,BI-RUI-C005LD
2022-09-02 13:00:00,50.6,BI-RUI-C005LD
2022-09-02 13:15:00,51.1,BI-RUI-C005LD
2022-09-02 13:30:00,51.9,BI-RUI-C005LD
2022-09-02 13:45:00,53.3,BI-RUI-C005LD
2022-09-02 14:00:00,53.2,BI-RUI-C005LD
2022-09-02 14:15:00,53.7,BI-RUI-C005LD
2022-09-02 14:30:00,53.8,BI-RUI-C005LD
2022-09-02 14:45:00,58.6,BI-RUI-C005LD
2022-09-02 15:00:00,48.2,BI-RUI-C005LD
2022-09-02 15:15:00,59.0,BI-RUI-C005LD
2022-09-02 15:30:00,56.0,BI-RUI-C005LD
2022-09-02 15:45:00,49.5,BI-RUI-C005LD
2022-09-02 16:00:00,50.5,BI-RUI-C005LD
2022-09-02 16:15:00,50.9,BI-RUI-C005LD
2022-09-02 16:30:00,52.8,BI-RUI-C005LD
2022-09-02 16:45:00,,BI-RUI-C005LD
2022-09-02 17:00:00,51.2,BI-RUI-C005LD
2022-09-02 17:15:00,50.1,BI-RUI-C005LD
2022-09-02 17:30:00,51.2,BI-RUI-C005LD
2022-09-02 17:45:00,51.5,BI-RUI-C005LD
2022-09-02 18:00:00,52.0,BI-RUI-C005LD
2022-09-02 18:15:00,51.4,BI-RUI-C005LD
2022-09-02 18:30:00,51.9,BI-RUI-C005LD
2022-09-02 18:45:00,57.2,BI-RUI-C005LD
2022-09-02 19:00:00,56.1,BI-RUI-C005LD
2022-09-02 19:15:00,54.2,BI-RUI-C005LD
2022-09-02 19:30:00,55.0,BI-RUI-C005LD
2022-09-02 19:45:00,57.5,BI-RUI-C005LD
2022-09-02 20:00:00,56.9,BI-RUI-C005LD
2022-09-02 20:15:00,58.4,BI-RUI-C005LD
2022-09-02 20:30:00,60.1,BI-RUI-C005LD
2022-09-02 20:45:00,62.7,BI-RUI-C005LD
2022-09-02 21:00:00,60.0,BI-RUI-C005LD
2022-09-02 21:15:00,62.0,BI-RUI-C005LD
2022-09-02 21:30:00,63.3,BI-RUI-C005LD
2022-09-02 21:45:00,65.1,BI-RUI-C005LD
2022-09-02 22:00:00,64.2,BI-RUI-C005LD
2022-09-02 22:15:00,62.5,BI-RUI-C005LD
2022-09-02 22:30:00,61.7,BI-RUI-C005LD
2022-09-02 22:45:00,61.5,BI-RUI-C005LD
2022-09-02 23:00:00,62.1,BI-RUI-C005LD
2022-09-02 23:15:00,61.8,BI-RUI-C005LD
2022-09-02 23:30:00,60.3,BI-RUI-C005LD
2022-09-02 23:45:00,60.1,BI-RUI-C005LD
2022-09-03 00:00:00,60.0,BI-RUI-C005LD
2022-09-03 00:15:00,60.3,BI-RUI-C005LD
2022-09-03 00:30:00,57.7,BI-RUI-C005LD
2022-09-03 00:45:00,57.1,BI-RUI-C005LD
2022-09-03 01:00:00,56.3,BI-RUI-C005LD
2022-09-03 01:15:00,53.3,BI-RUI-C005LD
2022-09-03 01:30:00,52.3,BI-RUI-C005LD
2022-09-03 01:45:00,52.1,BI-RUI-C005LD
2022-09-03 02:00:00,50.25,BI-RUI-C005LD
2022-09-03 02:15:00,51.8,BI-RUI-C005LD
2022-09-03 02:30:00,46.4,BI-RUI-C005LD
2022-09-03 02:45:00,49.5,BI-RUI-C005LD
2022-09-03 03:00:00,41.7,BI-RUI-C005LD
2022-09-03 03:15:00,41.7,BI-RUI-C005LD
2022-09-03 03:30:00,41.7,BI-RUI-C005LD
2022-09-03 03:45:00,44.4,BI-RUI-C005LD
2022-09-03 04:00:00,44.5,BI-RUI-C005LD
2022-09-03 04:15:00,41.7,BI-RUI-C005LD
2022-09-03 04:30:00,41.7,BI-RUI-C005LD
2022-09-03 04:45:00,41.7,BI-RUI-C005LD
2022-09-03 05:00:00,41.7,BI-RUI-C005LD
2022-09-03 05:15:00,41.7,BI-RUI-C005LD
2022-09-03 05:30:00,41.7,BI-RUI-C005LD
2022-09-03 05:45:00,40.4,BI-RUI-C005LD
2022-09-03 06:00:00,41.7,BI-RUI-C005LD
2022-09-03 06:15:00,41.7,BI-RUI-C005LD
2022-09-03 06:30:00,41.7,BI-RUI-C005LD
2022-09-03 06:45:00,41.7,BI-RUI-C005LD
2022-09-03 07:00:00,41.8,BI-RUI-C005LD
2022-09-03 07:15:00,53.0,BI-RUI-C005LD
2022-09-03 07:30:00,41.7,BI-RUI-C005LD
2022-09-03 07:45:00,41.0,BI-RUI-C005LD
2022-09-03 08:00:00,52.0,BI-RUI-C005LD
2022-09-03 08:15:00,41.7,BI-RUI-C005LD
2022-09-03 08:30:00,41.7,BI-RUI-C005LD
2022-09-03 08:45:00,44.6,BI-RUI-C005LD
2022-09-03 09:00:00,49.5,BI-RUI-C005LD
2022-09-03 09:15:00,46.5,BI-RUI-C005LD
2022-09-03 09:30:00,41.6,BI-RUI-C005LD
2022-09-03 09:45:00,48.5,BI-RUI-C005LD
2022-09-03 10:00:00,45.8,BI-RUI-C005LD
2022-09-03 10:15:00,45.1,BI-RUI-C005LD
2022-09-03 10:30:00,42.9,BI-RUI-C005LD
2022-09-03 10:45:00,47.8,BI-RUI-C005LD
2022-09-03 11:00:00,49.5,BI-RUI-C005LD
2022-09-03 11:15:00,48.8,BI-RUI-C005LD
2022-09-03 11:30:00,51.9,BI-RUI-C005LD
2022-09-03 11:45:00,46.8,BI-RUI-C005LD
2022-09-03 12:00:00,46.1,BI-RUI-C005LD
2022-09-03 12:15:00,51.0,BI-RUI-C005LD
2022-09-03 12:30:00,50.2,BI-RUI-C005LD
2022-09-03 12:45:00,49.8,BI-RUI-C005LD
2022-09-03 13:00:00,,BI-RUI-C005LD
2022-09-03 13:15:00,49.9,BI-RUI-C005LD
2022-09-03 13:30:00,52.1,BI-RUI-C005LD
2022-09-03 13:45:00,53.8,BI-RUI-C005LD
2022-09-03 14:00:00,67.7,BI-RUI-C005LD
2022-09-03 14:15:00,65.9,BI-RUI-C005LD
2022-09-03 14:30:00,51.0,BI-RUI-C005LD
2022-09-03 14:45:00,50.5,BI-RUI-C005LD
2022-09-03 15:00:00,59.4,BI-RUI-C005LD
2022-09-03 15:15:00,64.9,BI-RUI-C005LD
2022-09-03 15:30:00,68.2,BI-RUI-C005LD
2022-09-03 15:45:00,64.7,BI-RUI-C005LD
2022-09-03 16:00:00,48.1,BI-RUI-C005LD
2022-09-03 16:15:00,47.3,BI-RUI-C005LD
2022-09-03 16:30:00,48.5,BI-RUI-C005LD
2022-09-03 16:45:00,51.6,BI-RUI-C005LD
2022-09-03 17:00:00,53.2,BI-RUI-C005LD
2022-09-03 17:15:00,52.1,BI-RUI-C005LD
2022-09-03 17:30:00,54.0,BI-RUI-C005LD
2022-09-03 17:45:00,55.4,BI-RUI-C005LD
2022-09-03 18:00:00,56.4,BI-RUI-C005LD
2022-09-03 18:15:00,55.4,BI-RUI-C005LD
2022-09-03 18:30:00,57.0,BI-RUI-C005LD
2022-09-03 18:45:00,57.0,BI-RUI-C005LD
2022-09-03 19:00:00,56.3,BI-RUI-C005LD
2022-09-03 19:15:00,56.0,BI-RUI-C005LD
2022-09-03 19:30:00,55.0,BI-RUI-C005LD
2022-09-03 19:45:00,54.5,BI-RUI-C005LD
2022-09-03 20:00:00,56.1,BI-RUI-C005LD
2022-09-03 20:15:00,58.1,BI-RUI-C005LD
2022-09-03 20:30:00,60.0,BI-RUI-C005LD
2022-09-03 20:45:00,60.2,BI-RUI-C005LD
2022-09-03 21:00:00,60.6,BI-RUI-C005LD
2022-09-03 21:15:00,60.0,BI-RUI-C005LD
2022-09-03 21:30:00,60.1,BI-RUI-C005LD
2022-09-03 21:45:00,59.6,BI-RUI-C005LD
2022-09-03 22:00:00,61.3,BI-RUI-C005LD
2022-09-03 22:15:00,61.2,BI-RUI-C005LD
2022-09-03 22:30:00,61.0,BI-RUI-C005LD
2022-09-03 22:45:00,60.9,BI-RUI-C005LD
2022-09-03 23:00:00,60.6,BI-RUI-C005LD
2022-09-03 23:15:00,60.8,BI-RUI-C005LD
2022-09-03 23:30:00,61.0,BI-RUI-C005LD
2022-09-03 23:45:00,60.9,BI-RUI-C005LD
2022-09-04 00:00:00,61.4,BI-RUI-C005LD
2022-09-04 00:15:00,60.8,BI-RUI-C005LD
2022-09-04 00:30:00,59.6,BI-RUI-C005LD
2022-09-04 00:45:00,57.5,BI-RUI-C005LD
2022-09-04 01:00:00,,BI-RUI-C005LD
2022-09-04 01:15:00,58.0,BI-RUI-C005LD
2022-09-04 01:30:00,52.8,BI-RUI-C005LD
2022-09-04 01:45:00,46.9666666666667,BI-RUI-C005LD
2022-09-04 02:00:00,44.3,BI-RUI-C005LD
2022-09-04 02:15:00,46.6,BI-RUI-C005LD
2022-09-04 02:30:00,61.1,BI-RUI-C005LD
2022-09-04 02:45:00,44.9,BI-RUI-C005LD
2022-09-04 03:00:00,46.3,BI-RUI-C005LD
2022-09-04 03:15:00,44.3,BI-RUI-C005LD
2022-09-04 03:30:00,,BI-RUI-C005LD
2022-09-04 03:45:00,40.7,BI-RUI-C005LD
2022-09-04 04:00:00,41.7,BI-RUI-C005LD
2022-09-04 04:15:00,43.6,BI-RUI-C005LD
2022-09-04 04:30:00,41.7,BI-RUI-C005LD
2022-09-04 04:45:00,41.7,BI-RUI-C005LD
2022-09-04 05:00:00,40.1,BI-RUI-C005LD
2022-09-04 05:15:00,41.7,BI-RUI-C005LD
2022-09-04 05:30:00,41.7,BI-RUI-C005LD
2022-09-04 05:45:00,41.7,BI-RUI-C005LD
2022-09-04 06:00:00,41.7,BI-RUI-C005LD
2022-09-04 06:15:00,42.7,BI-RUI-C005LD
2022-09-04 06:30:00,41.7,BI-RUI-C005LD
2022-09-04 06:45:00,41.7,BI-RUI-C005LD
2022-09-04 07:00:00,41.7,BI-RUI-C005LD
2022-09-04 07:15:00,46.8,BI-RUI-C005LD
2022-09-04 07:30:00,41.6,BI-RUI-C005LD
2022-09-04 07:45:00,41.7,BI-RUI-C005LD
2022-09-04 08:00:00,43.1,BI-RUI-C005LD
2022-09-04 08:15:00,40.8,BI-RUI-C005LD
2022-09-04 08:30:00,50.0,BI-RUI-C005LD
2022-09-04 08:45:00,41.1,BI-RUI-C005LD
2022-09-04 09:00:00,51.5,BI-RUI-C005LD
2022-09-04 09:15:00,50.5,BI-RUI-C005LD
2022-09-04 09:30:00,50.3,BI-RUI-C005LD
